date,askingPrice,revenueMultiple,listingHeadline,listingType,totalRevenueAnnual,totalProfitAnnual,totalGrowthAnnual,location,dateFounded,about,revenue,customers,keywords,annualProfit,growthAnnual,techStack,businessModel,competitors,weeklyViews
2022-07-08,1000000,5.7,Turnkey SaaS Billing Platform,premium,175000,22000,0,United States,2017-06-01,"Profitable SaaS with $175,000 in TTM revenue and $22,000 in TTM profit built for SaaS and product-led growth companies. This stable, full-featured SaaS processes over $50 million/per year for 100+ sticky customers. 

âœ… $175,000 in TTM revenue
âœ… $22,000 in TTM profit
âœ… $13,890 in revenue last month
âœ… $3,740 in profit last month
âœ… Competitors: Chargify, Chargebee, Zuora",156000,100-1000,"billing, usage, vertical saas, zend, payments, product led, invoicing, subscription, saas, fintech",22000,0,"Zend Framework, Amazon Aurora, AWS",Monthly fee + per transaction fee. Additional basis points from referrals and processing.,"['Chargify', 'Chargebee', 'Zuora']",7
2022-06-27,2500000,1.9,"Events platform including streaming, monetization, matchmaking, analytics, mobile apps",platinum,1350000,0,400,United States,2019-06-01,"SaaS with $1,000,000 in ARR and $1,350,000 in TTM revenue that offers event organizers, experts, and learners a 4K LIVE video broadcasting platform and tools powered with advanced A.I. It also offers additional game-changing features like live language translation, speech transcription, and more.

âœ… $1,350,000 in TTM revenue
âœ… $110,000 in revenue last month
âœ… Tech: React, Golang, Java, Python, PostgreSQL, Swift, Kotlin
âœ… Raised $1,490,000 from external investors, invested over $2,700,000 of own funds
âœ… Competitors: Hopin, Eventbrite, CVent, Bizzabo, Xing Events, RunTheWorld",1100000,10-100,"streaming, events, matchmaking, education, content",0,400,"ReactJS, Golang, Java, Python, PostgreSQL, Swift, Kotlin","B2B SaaS, pricing is based on the number of events a customer is planning to host and the size of an audience.
For uploaded paid content we take 10% of a transaction volume when selling tickets.","['Hopin', 'Eventbrite', 'CVent', 'Bizzabo', 'Xing Events', 'RunTheWorld']",5
2022-06-22,12000000,10,Customer Communication Platform for Direct Messaging Apps,platinum,1200000,150000,47,France,2019-10-01,"Profitable SaaS with $1,200,000 in TTM revenue and $150,000 in TTM profit that facilitates customer communication via Direct Messaging Apps. It helps B2C businesses to better serve their customers through their favorite channels, including Whatsapp Business, Facebook Messenger, Instagram Direct and Telegram.

âœ… $1,200,000 in TTM revenue
âœ… $150,000 in TTM profit
âœ… $127,000 in revenue last month
âœ… $35,000 in profit last month
âœ… Competitors: Sirena App, Trengo, B2chat, Oktadesk, TakeBlip, LeadSales, Chattigo, Cliengo",1400000,1000-10000,"WhatsApp Business API, WhatsApp Business Platform, Customer Support platorm for WhatsApp & messaging apps",150000,47,"Rubyrails, ReactJS, Golang","SaaS based on number of seats (number of sales/support agents working within the platform) and integrations added to the account (WhatsApp Business API, Messenger, Instagram Direct and Telegram). Clients pay quarterly, every 6-months or yearly.","['Sirena App', 'Trengo', 'B2chat', 'Oktadesk', 'TakeBlip', 'LeadSales', 'Chattigo', 'Cliengo']",9
2022-06-17,10000000,11.8,World's No1 - GPS Fuel Monitoring Solution provider.,platinum,848272,10000,28,India,2015-04-01,"Profitable SaaS with $300,000 in ARR and $848,272 in TTM revenue that is a fuel monitoring solution provider. 60% of the Indian market is controlled by us, active presence in Africa, South America, and South Asia countries. Our Driver App is futuristic, aimed at consolidating the entire driver force across emerging markets.

âœ… $848,272 in TTM revenue
âœ… $10,000 in TTM profit
âœ… $84,415 in revenue last month
âœ… $1,000 in profit last month
âœ… Competitors: FleetX, Loconav , Uffizio",300000,1000-10000,"fuel monitoring system, driver app, gps vehicle tracking system",10000,28,"Java,Kubernetes,
Angular, ReactJS,
PHP,
Python,
Digitalocean
","Telematics SaaS. Subscription - prepaid, monthly and yearly.
","['Loconav ', 'FleetX', 'Uffizio']",12
2022-06-16,4000000,7.7,Log storage service for app developers to reproduce and resolve bugs,platinum,522000,59000,22,Germany,2015-09-01,"Profitable SaaS log storage service with $543,000 in ARR and $522,000 in TTM revenue for application developers that collects everything happening in the application, even if it doesnâ€™t crash, in order to reproduce and resolve bugs more effectively and provide better customer support. The platform respects your user's privacy is battery and network efficient and keeps logging even if the device is offline.

âœ… $522,000 in TTM revenue
âœ… $59,000 in TTM profit
âœ… $34,000 in revenue last month
âœ… $59,000 in profit last month
âœ… Competitors: Sentry, Instabug, Crashlytics",543000,100-1000,"web, mobile, development, tool",59000,22,"Golang,Kafka, Redis, MYSQL, ElasticSearch,Angular and ReactJS",SaaS,"['Sentry', 'Instabug', 'Crashlytics']",3
2022-06-13,3500000,1.8,Cloud business phone system for getting service up and running quickly,platinum,1920000,0,22,Estonia,2019-02-01,"SaaS with â‚¬1,920,000 in ARR (100% ðŸ‡®ðŸ‡¹ Italian B2B market) that is the Cloud business phone system that's up and running in less than 59 seconds. This platform provides landline and toll-free phone numbers with Web App for Mac, and Windows, mobile apps for iOS and Android, and the platform's IP-Phones with HD audio and premium features.

âœ… â‚¬1,920,000 in TTM revenue
âœ… â‚¬160,000 in revenue last month
âœ… Tech: Angular, Java Spring Boot, .net, c#, AWS, Docker
âœ… Competitors: Dialpad, Aircall, Ringcentral, Justcall, Openphone
",1920000,1000-10000,"voip, phone system, cloud, saas, telecom",0,22,"Angular, Java, .Net, C#, AWS, Docker.",SaaS with 3 plans for users with add-ons,"['Dialpad', 'Aircall', 'Ringcentral', 'Openphone', 'Grasshopper', 'Cloudtalk', 'Justcall']",5
2022-06-09,1400000,4.6,Automotive data company for enabling OEMs to track vehicles after purchase,platinum,303000,220000,100,Canada,2019-10-01,"Profitable SaaS automotive data company with $266,000 in ARR and $303,000 in TTM revenue that provides some of the largest vehicle OEMs data on which of their vehicles have been exported outside of the country of the initial sale. Its most advanced prevention tool uses our proprietary algorithm and analyzes the likelihood that someone is purchasing a vehicle for export and notifies the dealership selling the vehicle of the risk associated.

âœ… $303,000 in TTM revenue
âœ… $220,000 in TTM profit
âœ… $25,000 in revenue last month
âœ… $18,500 in profit last month
âœ… Competitors: IHS Markit",140000,10-100,"automotive, data",220000,100,"AWS, PHP",Clients can sign a quarterly or annual contract to receive the data. We provided the data on a monthly basis to them. Pricing is in the 5 figures for an annual contract.,['IHS Markit'],13
2022-06-07,1000000,2,Online logo & brand identity builder that has helped millions of small businesses,platinum,500000,189000,0,Ukraine,2012-01-01,"Profitable SaaS with $500,000 in TTM revenue and $189,000 in TTM profit that creates logos, business card designs, letterheads, email signatures, social media kits, favicons, user pics, and brand books in a matter of minutes. It helps small businesses/startups skip the first steps of identity building in the stages where their money and time are better spent elsewhere.
 
âœ… $500,000 in TTM revenue
âœ… $189,000 in TTM profit
âœ… $40,000 in revenue last month
âœ… $15,000 in profit last month
âœ… 1,000,000+ monthly global visitors
âœ… 800,000 annual signups
âœ… Competitors: Looka, TailorBrands, Freelogodesign",0,more than 100000,"logo, brand, identity, seo",189000,0,"Python, Angular, Webpack, JavaScript, TypeScript, PostgreSQL","- SaaS.

- Freemium (small sized logos are free of charge, you pay to get the whole kit).

- One-time-payments with cross package upsales $9 - $99 (USD).

- White-label B2B
 ","['Looka.com', 'TailorBrands.com', 'Freelogodesign.org']",7
2022-06-03,2900000,3.6,Mission-critical scheduling API for your app or marketplace,platinum,800000,0,50,Canada,2016-06-01,"SaaS with $600,000 USD in ARR and $700,000 in TTM revenue that is designed for applications, marketplaces, and organizations to implement scheduling into their own products or workflows. We bridge the gap between off-the-shelf solutions like Calendly - building schedules from scratch, and supporting major customers in the retail, pharmacy, and other spaces.

âœ… $700,000 in TTM revenue USD
âœ… $50,000 USD in revenue last month
âœ… Tech: Microsoft .Net + React
âœ… Competitors: Timekit, Nylas, Cronofy",600000,10-100,"api, scheduling, software",0,50,"
.Net,ReactJS","We charge by appointment, based on tiered plans or custom plans.

$299/mo for up to 300 appointments per month
$699/m up to 3,000
$1,799/mo up to 15,000

Custom beyond those thresholds.","['Timekit.io', 'Nylas.com', 'Cronofy.com']",4
2022-05-26,6230000,5.9,Transcription & captions marketplace fun audio-to-text in multiple languages,platinum,1050004,361320,100,Canada,2020-05-01,"Turnkey, semi-automated Standardized Marketplace with $USD 1,054,000 in TTM revenue that provides closed captioning/subtitles and transforms audio-to-text in various languages. The Company also offers caption and subtitle translation via the platform.  

 This company offers closed captioning services for businesses, creator programs, and individuals globally. 

$1,054,000 Rolling 12 Month revenue
73% Gross Margins
âœ… Competitors: Rev, Verbit, Amberscript, Happy Scribe, Sous Titreur
",1054000,1000-10000,"marketplace, high-margin",361320,100,"PHP, JQuery, ReactJS, Googlecloud","Standardized Marketplace
Average selling per-unit price: 4.17USD
Average direct gross cost per-unit: 1.02USD

At least 50 freelancers active per day
Large and small clients, repeat business

Lots of proprietary tech","['Rev.com', 'Amberscript.com', 'Happyscribe.com', 'Soustitreur.com', 'Verbit.com']",2
2022-05-16,1000000,2.3,Event registration platform for event organizers planning gatherings,platinum,429000,142359,36.74265147,United States,2016-06-01,"Profitable SaaS with $400k+ in TTM revenue and $100K+ annual gross profit that helps event organizers for corporate gatherings and personal events to collect RSVPs, sell tickets, and manage events.

âœ… $100,000+ Net Profit 
âœ… 30-68% YoY Growth Rate
âœ… $400k+ in TTM revenue
âœ… Competitors: Eventbrite, RSVPify, SplashThat 
âœ… Minimal Upkeep - 2-4 hours per week",57060,10000-100000,"event technology, ticket sales, rsvp platform, event platform",142359,36.74265147,"Rubyrails, Stripe, Sendgrid","We have three pricing plans: 
- Free events cost $39 to publish 
- Ticketed events have a transaction fee of 1.99% + $1 per ticket + 3% credit card processing by Stripe. 
- We have a $49 monthly subscription that allows organizations to publish an unlimited number of free events. ","['Eventbrite', 'RSVPify', 'SplashThat']",4
2022-05-13,2400000,2.9,Enterprise IoT and AI firm with proprietary Video Intelligence Platform,platinum,825000,300000,25,India,2016-10-01,"Profitable SaaS with $825,000 in TTM revenue and $300,000 in TTM profit that specializes in designing and developing Internet of Things & Artificial Intelligence solutions. We have a team of 25 award-winning product thinkers, designers, software engineers & AI developers, with a passion to converge the Phygital world through relentless product innovation.

âœ… $825,000 in TTM revenue
âœ… $300,000 in TTM profit
âœ… $60,000 in revenue last month
âœ… $25,000 in profit last month
âœ… Competitors: Tech Mahindra, Vision Valley, Wipro, Awiros

We have been working with ideas that inspire, engage, and excite, that challenge convention, and shape the trends since 2017. We are present in 07 countries (Qatar, Canada, UAE, Nigeria, India, Italy, Indonesia) and have strategic partnerships with 50+ Device OEMs, 5+ Telecom Players & 20+ System Integrators.

",600000,10-100,"Artificial Intelligence Solution Provider, Telco grade software, IOT Development center",300000,25,"Angular, ReactJS 
NodeJS, Python ,Flutter Tensorflow, OpenCV, Gstreamer, Python, OpenVino,MongoDB,Azure, AWS","Our Revenue channels are: 
- Time and Material based Software Development and Maintenance 
- Retainer based deployment of engineering resources
- Center of Excellence set up and maintenance 
- IoT and AI Consultation 
- Sales of SaaS-based products","['SPOT AI', 'GRAYMATICS', 'AWIROS', 'OPTIMUM', 'TECH MAHINDRA', 'DENSITY.IO']",14
2022-05-12,1500000,3,B2B privacy software for monitoring compliance risk,platinum,500000,375899,62993,Australia,2020-01-01,"Profitable SaaS with $500,000 in TTM revenue and $375,899 in TTM profit that is an innovative privacy-tech company with 2 products in the market, more than 200 users active within the platform and $500,000 one-off revenue TTM. 

âœ… $500,000 in TTM revenue (one-off purchases)
âœ… $375,899 in TTM profit
âœ… Pre-existing partnerships
âœ… Competitors: OneTrust, TrustArc, Ketch, BigID

Strong partnership with Mastercard, a huge opportunity for growth with the right owner, full ownership of all IP.",0,100-1000,"Privacy, Regtech, Privacy Policy, Cookie Policy, GDPR, CCPA, CPRA, SAAS, Software",375899,62993,"VueJS, Typescript, Javascript, AWS",B2B - Size scaled pricing,"['OneTrust', 'TrustArc', 'Ketch', 'BigID']",6
2022-05-04,6000000,10,We make dumb elevators smart,platinum,597563,0,93,Austria,2014-12-01,"SaaS with $180,000 in ARR and $597,563 in TTM revenue that offers comprehensive Elevator as a service to its B2B customers. With our independent IoT-Platform combined with our hardware, we take the Elevator Management to the next level, as our customers save up to 50 % of their costs and time.

âœ… $597,563 in TTM revenue
âœ… $83,555 in revenue last month
âœ… Tech: AWS
âœ… Raised $3,500,000 in funding
âœ… Competitors: Aufzugshelden, Simplifa",180000,100-1000,"Patents, Technologieleader",0,93,AWS,"Hardware View II: Onetime revenues for selling the goods / combinded with IOT-SaaS revenues for usage of the  platform. 
Software Liftbook: SaaS, recurring revenues ","['Aufzugshelden', 'Simplifa']",8
2022-05-03,5000000,2.5,Video hosting and management platform for agencies and large companies,platinum,1970000,172000,0,Australia,2002-01-01,"Profitable SaaS with $1,900,000 in ARR and $1,970,000 in TTM revenue that is an enterprise video hosting and management platform. Their word-class software has become mission-critical to its customers which include government agencies & large logo enterprises. Many of the customers have been with the company for nearly a decade, a testament to how sticky the recurring revenue is.

âœ… $1,970,000 in TTM revenue
âœ… $172,000 in TTM profit
âœ… $156,000 in revenue last month
âœ… $932 in profit last month
âœ… Raised $2,100,000 in funding
âœ… Competitors: Kaltura, Panopto, Vimeo

Key Customers include Australian Government Agencies, National Chartered Banks, Multinational Law, and Insurance Firms. Experienced and motivated team comes with the transaction, including a CEO and CTO (10yr+ with the company).
",1900000,10-100,"SaaS, Enterprise, Video Management, Profitable",172000,0,"Amazon S3, Amazon EC2, Amazon RDS, Amazon Lamda, AWS, Snowflake","Subscription licensing
Most contracts are annual billing, paid upfront. Clients are on a variety of different (and legacy) pricing.

â€¢ We also charge additional for storage and bandwidth usage, presenting a great opportunity for upgrades and driving high net dollar retention.","['Kaltura', 'Panopto', 'Vimeo']",9
2022-04-30,2500000,3.1,"Subscription-based, on-demand graphic design platform for SMEs",platinum,800000,300000,30,Singapore,2020-02-01,"Profitable SaaS business with $700,000 in ARR and $600,000 in TTM revenue that provides a convenient platform that allows both SMEs and MNEs to get access to a personal graphic design team, that delivers high-quality graphic design with fast turn-around times. 

âœ… $600,000 in TTM revenue
âœ… $200,000 in TTM profit
âœ… $55,000 in revenue last month
âœ… $20,000 in profit last month
âœ… Competitors: Design pickle, Superside, Upwork, Penji",700000,10-100,"Graphic design, creative, service-based, marketing tech, agency, productized service, platform, design,  outsourcing",300000,30,"ReactJS,
PHP,
PostgreSQL,
Redis,
RabbitMQ,
Ngix,
TypeScript,
Digitalocean,
Cloudflare","Recurring revenue model (subscription), ranging from $449 to $2,395+ p/m.  

Furthermore, we offer pay-as-you-go options. ","['Design pickle', 'Superside', 'Upwork', 'Penji']",7
2022-04-29,5000000,8.9,Learning management system for new employee onboarding,platinum,562660,60000,5,United States,2018-08-01,"Profitable SaaS with $562,660 in TTM revenue and $60,000 in TTM profit that increase the teamâ€™s learning speed, improves real-world knowledge retention and supports your customer success and GTM team goals. This platform is built with a powerful learning technique â€” spaced repetition.

âœ… $562,660 in TTM revenue
âœ… $60,000 in TTM profit
âœ… $45,000 in revenue last month
âœ… $5,000 in profit last month
âœ… Competitors: Lessonly",562660,10-100,"SaaS, enterprise, B2B, LMS",60000,5,"Python, ReactJS, AWS","SaaS, 100% recurring revenue",['Lessonly'],5
2022-04-22,2000000,3.3,EdTech platform powered by AI with marquee customers for visual/interactive/game/simulation learning,platinum,600000,50000,20,Singapore,2009-03-01,"Profitable SaaS with $300,000 in ARR and $600,000 in TTM revenue with AI for visual, interactive, game simulation-based learning. Currently, we have over 50 customers for our business, we have a marquee set of customers including global supranational cos, banks, and sports bodies.

âœ… $600,000 in TTM revenue
âœ… $50,000 in TTM profit
âœ… $50,000 in revenue last month
âœ… $4,000 in profit last month
âœ… Raised $800,000 in funding
âœ… Competitors: ALegacy Face-to-face Training and eLearning",300000,10-100,"game-based learning, values-driven team, engagement",50000,20,.Net,SaaS + Customized Product,['Legacy Face-to-face Training and eLearning'],1
2022-04-18,3250000,5.1,Provides a POS system and eCommerce site for buying and selling discount gift cards,platinum,633726,12000,1,United States,2010-10-01,"Profitable SaaS with $633,726 in TTM revenue and $12,000 in TTM profit that is a proprietary software POS allowing businesses to buy gift cards from consumers and receive commissions of 15-20% on those purchases.

âœ… $633,726 in TTM revenue
âœ… $12,000 in TTM profit
âœ… $52,810 in revenue last month
âœ… $1,000 in profit last month
âœ… Competitors: Raise, Cardcash

In business since 2010, we have a network of 500+ partners across the US currently utilizing this software and purchase over 10K+ cards a year from consumers across the U.S. 

Our system also features a B2C e-commerce site, targeting the 'couponer' demographic,  where these cards are sold to customers at a discount.",0,more than 100000,"ecommerce, b2b, saas, pos, point of sale, gift cards",12000,1,"PHP, Javascript, Golang, AWS, mySQL, MariaDB, PostgreSQL","We are a full service POS SAAS. We provide our SAAS free of charge to our partner network where they purchase gift cards on our behalf at a discounted rate from their own customers and upload to our system. We pay the partner a commission for each card they purchase and also provide guarantees against fraud. We list roughly 70% of our cards digitally, the remainder are shipped in and sold to our B2C customers at a discount on our website. Our margin comes from the difference between the price we pay our partner for the card and the price we list the card up for sale on our B2C. ","['Raise.com', 'Cardcash.com']",2
2022-04-08,1000000,10,Patented fraud prevention application for Shopify merchants,premium,100000,0,15,United States,2018-01-01,"SaaS with $80,000 in ARR and $100,000 in TTM revenue that helps merchants prevent fraud before a transaction goes into the payments world. It provides each merchant with their own no-fly list. Transactions are run against 35 data lines and are scored. 

âœ… $100,000 in TTM revenue
âœ… $7,500  in revenue last month
âœ… Raised close to $3,000,000 in funding
âœ… Tech: Combination of Ruby and PHP
âœ… Competitors: SIgnifyd, Kount

Transactions that have some degree of risk are flagged and the customers are required to reply via text or email.",80000,10-100,"fraud prevention, fraud protection, reduce False positives",0,15,"Rubyrails,PHP",SaaS - merchants pay on a per transaction basis,"['Several competitors - but not so much in the lower middle market. SIgnifyd, Kount']",1
2022-03-14,3000000,6,"Facility management platform for schools, workplaces, and sports facilities",platinum,500732,114000,30,,2018-08-01,"Profitable SaaS with $500,732 in TTM revenue and $114,000 in TTM profit that is a Biometric enabled facility management SaaS and devices. It serves 3 customer types: Education (Attendance tracking, temperature scanning, school management, waitlist management, activity tracking, payment collection (soon)), Workplaces (Attendance tracking, temperature scanning, access control, payroll calculation), and Sports (Attendance tracking, temperature scanning, membership management, access control, photo management).

âœ… $500,732 in TTM revenue
âœ… $114,000 in TTM profit
âœ… $38,587 in revenue last month
âœ… $18,124 in profit last month
âœ… Competitors: Truein, Accushield",500000,100-1000,"facial recognition, attendance cloud, amazon store, identity server, offshore team",114000,30,".Net, Azure ,AWS,Angular,Flutter",Charge per user per month + devices sales,"['https://truein.com/face-attendance-system/', 'http://www.accushield.com']",7
2022-03-14,6400000,3.9,Tax filing software designed for a specific niche area of the tax code,platinum,1635045,1598045,500,,2021-09-01,"B2B company with $1,560,000 in TTM revenue and $1,500,000 in TTM profit that focuses on a niche area of tax code. We created software that automates a very manual IRS and tax filing process and we can charge a premium for it. 

âœ… $1,560,000 in TTM revenue
âœ… $1,500,000 in TTM profit
âœ… $392,333 in revenue last month
âœ… $361,338 in profit last month
âœ… Competitors: Mainstreet, Ituit, Local accounting firms, ADP",0,10-100,"tax,taxsoftware,taxtech,fintech",1598045,500,"React, Ruby on Rails, HTML",Variable fee based software,"['Mainstreet.com', 'Ituit', 'Local accounting firms', 'ADP']",27
2022-03-09,1760000,2,Natural language processing SaaS for social listening and RPA analytics,platinum,881440,134644,10,Spain,2011-08-01,"Profitable SaaS with $618,872 in ARR and $859,458 in TTM revenue that is for social listening and RPA for Customer Service and other Intelligence needs around unstructured data management. The platform is used by companies to track their reputation and opinions, to create market research reports at low cost, to develop better customer service, to structure their unstructured data, or to use Robotic Process Automatization.

âœ… $880,745 in TTM revenue
âœ… $136,603 in TTM profit
âœ… $122,229 in revenue last month
âœ… $34,575 in profit last month
âœ… Raised $420,000 in funding
âœ… Competitors: Brandwatch, Talkwalker, Digimind",618872,10-100,"Social listening, Social data, NLP, RPA, Social media, Social networks, Marketing analytics, Market research",134644,10,"Googlecloud,Golang,Angular,MYSQL",SaaS,"['Brandwatch', 'Talkwalker', 'Digimind']",3
2022-03-09,2000000,9.1,"AI cyber company, delivering protection for the Adtech industry.",premium,220000,75000,,,2017-01-01,"Profitable SaaS with $320,000 in ARR and $220,000 in TTM revenue that delivers malvertising protection and ad quality validation. Our Patent-Pending AI solutions stop malicious and harmful ads and identify lost revenues across your digital inventory.

âœ… $220,000 in TTM revenue
âœ… $75,000 in TTM profit
âœ… $26,000 in revenue last month
âœ… $9,000 in profit last month
âœ… Raised $380,000 in 2016 via CLAs",320000,10-100,"adtech, ai, cyber",75000,0,"AWS,ElasticSearch, Aerospike, RabbitMQ, MariaDB,Java, C++, Python. ",SaaS,['No known competitors'],5
2022-03-07,24000000,7.5,"Automated background checks for hiring, lending, and transacting",platinum,3200000,190000,,,2016-02-01,"Profitable SaaS with $3,200,000 in TTM revenue and $190,000 in TTM profit that automates the background checks for hiring, lending and transacting in 9 countries via an API and a dashboard. It also combines an artificial intelligence with legal experts to ensure in making the best hiring decisions

âœ… $3,200,000 in TTM revenue
âœ… $190,000 in TTM profit
âœ… $300,000 in revenue last month
âœ… $20,000 in profit last month
âœ… Competitors: Checkr, HireRight, First Advantage",3200000,10-100,"SaaS, Identity, Background Checks, Latin America, LatAm, SMB, Enterprise, Security, KYC, AML",190000,0,"Python, AWS","Pay per use of API for background checks for large enterprise clients, subscription model for SMB users","['Checkr', 'First Advantage', 'HireRight']",19
2022-03-04,10300000,4,Infrastructure and application monitoring platform for web developers with $2.6M in TTM revenue.,platinum,2600000,161000,,,2012-01-01,"Profitable B2B SaaS company with $2,600,000 in TTM revenue and $161,000 in TTM profit that is a complete hosted infrastructure and application monitoring platform using Graphite open source monitoring tool. In addition, we use Grafana dashboards for users to view their metrics in real-time.

âœ… $2,600,000 in TTM revenue
âœ… $161,000 in TTM profit
âœ… $229,000 in revenue last month
âœ… $100,000 in profit last month
âœ… Competitors: Grafana Labs, Data Dog, New Relic",2690000,100-1000,"metric monitoring, hosted graphite, application monitoring, grafana dashboards",161000,0,"AWS, Python, Puppet, Kubernetes, Django, MYSQL, Javascript",SaaS,"['Grafana Labs', 'Data Dog', 'New Relic']",11
2022-03-01,2390000,6.8,Web builder & CRM designed for SMBs and agencies to manage website tools,platinum,350000,230000,0,United States,2019-01-01,"Profitable SaaS with $350,000 in TTM revenue and $230,000 in TTM profit that provides a CRM platform disguised as a web builder that can do everything a small business needs to grow online. This platform is built for SMBs. 

âœ… $350,000 in TTM revenue
âœ… $230,000 in TTM profit (SDE)
âœ… $16,000 MRR
âœ… $6500 ARPU

COMPETITORS: Most freemium web builders graduate their users out into our platform when they start generating revenue and need a cleaner setup. Many of our customers leave WordPress, Wix, Weebly, Squarespace, GoDaddy, Shopify, etc.

- $350,000 total revenue for 2021
- $230,000 total profit for 2021

Our competitors are actually our customer creators because they create pain points we solve. 

1. WordPress/Drupal/Joomla (open source) 
2. Wix/Weebly/Squarespace/Godaddy (starter solutions)
3. Hubspot/Salesforce/Sugar (CRM/marketing automation companies that are too expensive and complicated for SMBs)

Started as as digital agency in 2005, progressed into a software product by 2017 targeting enterprise. By 2019 realized we should be geared to SMBs and not call it """"software. 

SMBs don't understand software terminology. So we've begun rebranding now to cater to SMBs. Our clients leave wordpress, squarespace, wix, weebly, godaddy, etc. Also opportunity for startups - but prefer clients already profitable as they value the platform more. 

Played with pricing and been slowly building into SaaS product since. Me and my engineer only employees. No sales team yet. No marketing yet. About ready to scale now that have name and product suite. Bootstrapping at 20k+ mrr. In a few words - SMB CRM on steroids. Can do anything. But easy to onboard clients with ANY type of website problem. They need new site - we set them up and get them on recurring. Average recurring 199/mo. Have customer anywhere from 99-2000/mo. 

Also agency services with ARR such as SSL certificates, domain management, support, branding, SEO web maintenance. etc. We have not tried to push agency services so we can focus on making the platform more user friendly, efficient and scale-able. 

Owner would prefer to stay on with equity stake as knows potential is much greater if vision. Also opportunity to go after verticals, feature sets, etc.",228000,10-100,"CRM, agency tools, SMB, shopping cart, blog, ERP, CMS, Web Builder, surveys, form builder, live chat",230000,0,LAMP,"Referral based or organic search based leads. Call up leads who have expressed interest - present demo of product, send bid, setup customer. We range from 1500-6500 for setup depending on customer needs and $99-$2000/mo with majority in the $200 range","['Wordpress', 'Drupal', 'Joomla ', 'Wix', 'Weebly', 'Squarespace', 'Godaddy', 'Hubspot', 'Salesforce', 'Sugar']",7
2022-02-28,1000000,8.9,"Integrated payment platform for accepting payments over SMS & email with $112,400 in TTM revenue",premium,112450,60000,,United States,2018-09-01,"Profitable SaaS with $112,450 in ARR and $60,000 in TTM profit that aggregates all forms of payment into a single payments platform to enable direct payments from any consumer to any merchant. There is no need for a device at the Store and there is no need for the Consumer to be present at the Store.

âœ… $112,450 in TTM revenue
âœ… $60,000 in TTM profit
âœ… $15,000 in revenue last month
âœ… $5,000 in profit last month
âœ… Competitors: RazorPay, PayGlocal

The platform allows offline merchants get all the benefits of online payments without the need for them to create any online infrastructure.",112450,100-1000,"Cross Border Payments, SME Digital Payments and Receivables Solution",60000,0,"Rubyrails, PHP",Transaction fees and Platform Subscription,"['RazorPay', 'PayGlocal']",6
2022-02-21,2500000,7.9,Get insights from language data - fast and with no code.,platinum,317722,-41566,0,Canada,2019-01-01,"Well-built SaaS that captures, transcribes and analyzes media to reveal valuable insights for researchers, marketers, and data professionals. 

âœ… 25,000+ app sign-ups
âœ… 150+ active subscribers
âœ… 550+ pay-as-you-go customers
âœ… Invested in by Techstars
âœ… $100K CAD in SR&ED cash in June 2023
âœ… $350K CAD non-dilutive investment just secured from NRC-IRAP
âœ… 30K monthly organic search visits",54888,100-1000,"speech-to-text, transcription, natural language processing, data visualization, SaaS, generative ai, gpt, large language models, llms, research, audio, video, text analysis",-41566,0,"MongoDB, Express, Angular, NodeJS, Python",SaaS,"['Otter.ai', 'Rev', 'Descript', 'Fireflies.ai', 'Marsview', 'Dovetail']",2
2022-02-15,1500000,10,,premium,150000,35000,,,2019-11-01,"Profitable SaaS with $300,000 in ARR and $150,000 in TTM revenue that easily generates a quick link to verify the customers, even without Integrating it into the platform. This tool also help user easily identify customers by using cutting-edge technology.

âœ… $150,000 in TTM revenue
âœ… $35,000 in TTM profit
âœ… $25,000 in revenue last month
âœ… $13,000 in profit last month
âœ… Integrations: Wix, Slack, Shopify, Salesforce, WordPress, Squarespace
âœ… Competitors: Passbase, Persona, Veriff",300000,10-100,#identity #security @verification #onboarding #liveness #documentverification,35000,0,"ReactJS, AWS, NodeJS, Python",SaaS subscription,"['passbase.com', 'persona.com', 'veriff.com']",6
2022-02-10,3000000,4.1,"StartGlobal - $1,000,000 Revenue to date ",platinum,725000,275000,100,United States,2020-06-01,"Profitable SaaS with $725,000 in TTM revenue and $275,000 in TTM profit that helps anyone launch and run a US business from anywhere in the world. We help with formation, EIN, bank account, address, and phone number. We have built-in services for invoicing, phone number management, address management, and annual tax filings at both state and federal levels. 

âœ… $725,000 in TTM revenue
âœ… $275,000 in TTM profit
âœ… $74,000 in revenue last month
âœ… $25,000 in profit last month
âœ… Competitors: Stripe Atlas, FirstBase, Doola",700000,1000-10000,"business formation, startup, tax and compliance",275000,100,"Java, AWS. ",We have a one-time price of $599 for setup and then an annual fee for tax and compliance filings. We had also finished building a subscription for all compliances as well as support to onboard existing companies.,"['Stripe Atlas', 'FirstBase', 'Doola']",8
